id_registro,estudiante,id_curso,nota,horas_estudio
1178,Mariana Rincon,C04,3.0,12
12,Sara Cabrera,C01,2.9,10
805,Laura Mendoza,C05,3.3,8
2419,Ana Gomez,C01,2.0,2
2658,Miguel Rojas,C01,2.8,11
2765,Felipe Cabrera,C01,4.0,2
1236,Camila Salazar,C04,,15
2667,Sara Mendoza,C04,3.7,2
2293,Diego Beltran,C05,3.9,11
1542,Valeria Duran,C01,2.3,0
4097,Gabriela Mendoza,C04,3.5,3
4045,Andres Pardo,C01,2.4,13
699,Sebastian Mendoza,C01,1.5,12
2363,Daniela Herrera,C01,2.7,15
1903,Tomas Mendoza,C04,4.1,8
3028,Gabriela Herrera,C03,3.5,9
3050,Sofia Beltran,C02,3.1,8
2312,Felipe Martinez,C02,4.8,16
1400,Camila Nieto,C01,1.8,6
2284,Isabella Herrera,C02,4.1,1
4359,Sofia Mendoza,C03,5.0,7
1563,Miguel Castro,C05,,20
582,Diego Silva,C05,3.6,16
2405,Carlos Rincon,C05,3.4,11
1282,Andres Duran,C03,2.7,12
139,Mateo Pardo,C02,3.9,15
3211,Felipe Duran,C01,2.7,19
2094,Gabriela Silva,C02,4.0,18
4429,Miguel Beltran,C05,3.9,12
1553,Miguel Cabrera,C04,4.1,11
2744,Juan Vargas,C04,2.9,6
2449,Alejandra Beltran,C03,4.6,11
1171,Gabriela Rincon,C04,2.9,8
4043,Santiago Pardo,C05,2.4,9
2838,Gabriela Rincon,C03,3.6,6
3651,Valeria Mendoza,C01,2.7,19
641,Camila Herrera,C05,4.5,6
3243,Sofia Ospina,C01,2.0,11
2173,Ana Duran,C05,4.2,18
4779,Gabriela Rincon,C05,4.1,5
3723,Sara Salazar,C03,4.2,3
695,Tomas Pardo,C03,4.5,12
1652,Sebastian Vargas,C02,3.8,2
4148,Nicolas Herrera,C05,,1
2750,Alejandra Vargas,C02,4.1,11
3308,Alejandra Nieto,C03,4.9,17
4959,Sara Beltran,C03,3.5,12
739,Nicolas Cabrera,C02,3.8,4
3685,Nicolas Silva,C02,2.9,3
2761,Andres Vargas,C04,,0
749,Isabella Vargas,C02,,2
867,Mariana Mendoza,C01,3.5,20
2064,Isabella Gomez,C03,4.3,4
1739,Ana Pardo,C04,2.8,11
1425,Sofia Cabrera,C05,4.4,8
2575,Isabella Castro,C02,4.5,9
145,Carlos Gomez,C03,5.0,2
4775,Luis Beltran,C01,3.5,17
4716,Andres Rincon,C03,3.0,10
3968,Ana Martinez,C05,3.0,13
4058,Santiago Beltran,C01,2.8,11
485,Isabella Martinez,C01,2.2,5
736,Sofia Mendoza,C04,2.7,7
3813,Santiago Duran,C02,4.1,20
3516,Andres Nieto,C04,3.7,2
4449,Miguel Pardo,C05,3.4,7
3132,Carlos Pardo,C01,,13
991,Laura Vargas,C01,2.1,15
1075,Mariana Salazar,C05,4.1,15
1741,Gabriela Vargas,C05,5.0,12
3110,Andres Beltran,C02,3.2,16
1586,Paula Silva,C03,,19
440,Mateo Beltran,C02,4.2,7
206,Mateo Ospina,C01,3.4,18
3903,Alejandra Martinez,C05,3.3,19
4623,Mateo Ospina,C01,3.3,14
1427,Juan Ospina,C04,4.7,15
4494,Miguel Rojas,C05,3.3,6
1680,Nicolas Beltran,C04,3.5,11
6,Santiago Silva,C03,4.0,18
3403,Isabella Mendoza,C01,4.0,11
162,Laura Ospina,C03,4.0,8
1746,Felipe Duran,C05,3.8,6
4386,Luis Salazar,C02,4.4,16
1001,Gabriela Vargas,C05,2.4,6
3543,Nicolas Salazar,C01,2.1,14
224,Sara Gomez,C01,1.9,7
372,Carlos Vargas,C01,2.6,19
2279,Valeria Ospina,C01,2.6,19
3884,Mateo Gomez,C02,2.9,2
1322,Gabriela Gomez,C03,4.0,1
506,Juan Pardo,C05,4.5,10
3140,Tomas Silva,C04,4.1,7
704,Carlos Salazar,C03,3.6,2
4049,Sara Martinez,C01,1.9,0
1530,Camila Rojas,C03,4.7,20
1811,Juan Martinez,C05,3.2,14
4805,Alejandra Silva,C01,2.3,1
1053,Felipe Gomez,C02,3.4,11
2416,Andres Vargas,C02,2.7,2
4633,Sebastian Mendoza,C03,4.3,18
926,Paula Gomez,C01,3.3,0
2557,Juan Rojas,C04,4.5,5
1250,Daniela Silva,C01,3.3,15
2242,Andres Martinez,C02,3.9,2
165,Carlos Rincon,C05,3.0,3
2464,Mateo Rojas,C02,4.7,6
4440,Santiago Herrera,C03,4.8,6
3024,Miguel Salazar,C01,2.6,14
4237,Tomas Gomez,C02,2.4,7
124,Sebastian Vargas,C02,4.2,7
193,Sara Rojas,C03,4.9,4
4760,Andres Cabrera,C04,5.0,4
2682,Juan Rincon,C04,3.0,20
3802,Andres Duran,C02,3.8,16
4136,Sebastian Martinez,C03,4.1,13
2015,Isabella Nieto,C03,3.7,13
3252,Ana Rincon,C03,4.6,10
1191,Santiago Vargas,C04,3.4,2
3834,Gabriela Silva,C01,2.0,19
1225,Laura Martinez,C03,4.6,14
4010,Gabriela Castro,C05,3.9,0
3767,Luis Castro,C02,4.2,17
3352,Juan Salazar,C05,4.4,4
848,Sebastian Martinez,C01,1.5,13
4233,Sofia Vargas,C01,3.2,4
4208,Sebastian Mendoza,C04,1.2,3
4885,Gabriela Beltran,C04,2.7,18
3567,Tomas Gomez,C05,3.9,9
2904,Andres Nieto,C01,1.7,1
3984,Alejandra Martinez,C04,3.0,13
491,Mariana Gomez,C02,3.6,7
2341,Andres Salazar,C03,4.3,16
265,Carlos Rojas,C01,2.3,6
3014,Mariana Gomez,C01,3.6,5
3039,Sebastian Vargas,C02,2.6,19
714,Sofia Beltran,C03,4.9,13
2219,Tomas Vargas,C05,4.9,6
4479,Laura Mendoza,C01,4.0,10
1487,Sofia Salazar,C01,2.9,7
799,Juan Beltran,C04,3.8,15
633,Paula Beltran,C03,4.9,11
3981,Felipe Duran,C02,3.4,12
4344,Camila Nieto,C04,3.5,18
110,Daniela Martinez,C04,3.2,13
2875,Isabella Castro,C01,3.1,14
2442,Diego Castro,C02,4.1,11
2764,Sebastian Salazar,C02,3.3,20
1759,Felipe Castro,C04,3.3,18
3929,Nicolas Nieto,C01,3.0,15
357,Valeria Gomez,C01,3.9,16
432,Andres Castro,C01,3.3,5
2609,Alejandra Mendoza,C05,,0
4797,Sara Salazar,C04,3.5,20
1502,Paula Castro,C05,3.6,2
472,Tomas Duran,C01,3.2,18
3530,Mariana Mendoza,C04,3.1,2
3587,Mateo Cabrera,C04,2.9,14
2141,Daniela Cabrera,C03,4.2,3
2364,Carlos Duran,C04,1.9,13
1887,Sara Rincon,C04,3.4,17
4570,Nicolas Pardo,C05,4.7,0
3002,Mariana Pardo,C04,3.7,7
508,Ana Rincon,C04,4.4,0
1631,Daniela Ospina,C05,3.8,3
3852,Ana Ospina,C01,2.5,10
2733,Gabriela Herrera,C05,4.1,11
679,Tomas Ospina,C05,4.7,7
1449,Nicolas Gomez,C01,3.3,6
1353,Isabella Beltran,C05,4.6,12
4834,Miguel Beltran,C01,2.0,3
3856,Diego Rincon,C01,3.1,12
959,Sebastian Salazar,C04,2.8,20
1229,Luis Vargas,C02,5.0,7
1469,Daniela Pardo,C01,2.4,16
1124,Juan Castro,C05,3.5,5
4340,Paula Rincon,C04,3.0,1
950,Sofia Nieto,C03,3.9,14
792,Laura Castro,C04,4.6,20
1565,Luis Castro,C02,4.8,8
1181,Carlos Vargas,C03,3.8,14
2291,Nicolas Vargas,C05,4.3,16
1932,Diego Vargas,C04,4.0,4
3158,Camila Rojas,C02,1.3,19
257,Camila Nieto,C01,2.7,0
1467,Camila Martinez,C04,4.1,16
3119,Daniela Mendoza,C05,3.3,16
3749,Gabriela Mendoza,C01,2.8,4
3653,Isabella Mendoza,C05,4.4,18
1323,Daniela Duran,C01,2.6,20
3242,Nicolas Martinez,C05,3.2,14
1848,Tomas Duran,C02,4.4,10
3703,Carlos Salazar,C01,2.5,9
4748,Miguel Duran,C02,4.1,13
3285,Laura Gomez,C05,4.8,10
3593,Sofia Ospina,C02,4.8,9
2454,Daniela Gomez,C02,3.2,14
512,Sofia Castro,C01,3.0,20
2289,Sara Cabrera,C05,4.2,5
1597,Mateo Salazar,C05,5.0,11
65,Carlos Mendoza,C05,3.5,3
3851,Diego Rincon,C03,3.2,4
980,Mateo Martinez,C04,3.9,14
2864,Laura Duran,C02,3.8,10
3955,Carlos Cabrera,C03,4.9,9
2185,Mariana Nieto,C04,3.2,4
101,Mateo Martinez,C01,3.8,0
4132,Camila Rincon,C04,3.7,16
4392,Valeria Beltran,C01,5.0,15
76,Camila Beltran,C05,5.0,14
3607,Juan Pardo,C04,3.3,2
3739,Luis Cabrera,C04,4.3,1
4216,Sebastian Duran,C01,4.5,10
73,Andres Vargas,C01,3.4,20
3742,Paula Salazar,C02,2.9,17
3375,Ana Castro,C02,3.0,0
2318,Alejandra Nieto,C01,3.3,1
1237,Carlos Rincon,C04,3.7,7
1226,Mateo Salazar,C04,3.7,1
1787,Isabella Martinez,C02,4.4,2
3215,Laura Vargas,C04,2.7,12
1255,Luis Martinez,C02,4.3,15
723,Miguel Beltran,C01,3.3,10
4107,Mariana Castro,C01,2.9,17
1626,Andres Mendoza,C02,3.0,1
585,Laura Nieto,C04,3.7,11
423,Sara Beltran,C01,3.2,19
379,Isabella Cabrera,C03,4.0,18
1842,Ana Herrera,C02,3.9,8
951,Isabella Rojas,C02,5.0,7
1977,Andres Mendoza,C02,2.7,17
3395,Sofia Martinez,C03,4.8,3
3182,Mariana Martinez,C01,2.7,12
2963,Camila Nieto,C02,4.4,3
3835,Isabella Duran,C01,2.1,18
3642,Valeria Martinez,C03,3.2,17
1110,Gabriela Cabrera,C02,,14
476,Tomas Gomez,C02,,12
394,Juan Castro,C01,3.0,7
1247,Camila Mendoza,C02,3.3,20
2190,Mateo Cabrera,C03,4.6,12
189,Diego Cabrera,C03,3.9,11
1488,Paula Pardo,C03,5.0,19
3911,Felipe Pardo,C03,4.6,16
1889,Mateo Pardo,C02,4.0,1
2048,Juan Cabrera,C04,4.3,17
2693,Camila Beltran,C01,3.0,10
4374,Luis Nieto,C05,3.8,4
3982,Mariana Rincon,C02,4.8,9
4856,Mariana Vargas,C02,4.8,3
4299,Mariana Herrera,C03,,18
524,Miguel Salazar,C03,4.2,7
4711,Diego Mendoza,C04,2.6,17
4404,Ana Herrera,C03,4.2,17
1119,Camila Nieto,C05,3.9,13
2273,Felipe Castro,C03,3.1,14
2380,Valeria Rojas,C03,4.8,4
3258,Mateo Herrera,C04,2.6,8
576,Sebastian Rincon,C03,4.8,10
4169,Ana Gomez,C01,3.2,13
4182,Isabella Vargas,C03,3.7,6
202,Carlos Rojas,C03,4.7,11
422,Carlos Silva,C05,3.4,16
4166,Camila Ospina,C01,3.3,8
2834,Andres Mendoza,C02,3.7,11
4939,Nicolas Silva,C03,4.6,2
4459,Mariana Silva,C04,3.5,15
2030,Paula Rincon,C03,5.0,18
4033,Daniela Duran,C03,4.3,6
2295,Diego Salazar,C04,2.7,20
481,Mateo Martinez,C04,2.4,7
3773,Andres Mendoza,C05,3.2,20
2736,Laura Silva,C04,4.0,10
1263,Valeria Cabrera,C05,3.2,9
3472,Isabella Nieto,C01,2.9,5
4175,Alejandra Silva,C02,3.7,6
3872,Sebastian Nieto,C01,3.6,18
3615,Diego Rojas,C04,2.7,2
3264,Alejandra Rojas,C02,3.1,1
1463,Gabriela Pardo,C02,4.0,16
2439,Mariana Cabrera,C05,3.7,5
1258,Camila Duran,C05,4.8,3
2320,Paula Salazar,C05,4.3,6
2489,Gabriela Pardo,C01,2.1,17
4937,Diego Rincon,C05,4.3,8
3733,Paula Cabrera,C03,4.1,10
4474,Felipe Ospina,C01,3.8,0
3605,Sara Mendoza,C02,3.6,14
3889,Miguel Rincon,C01,3.2,13
2913,Sara Nieto,C03,5.0,17
2042,Sebastian Rincon,C04,3.5,12
3690,Valeria Gomez,C04,3.4,13
4754,Isabella Nieto,C05,4.7,20
4934,Laura Vargas,C02,4.3,2
4281,Diego Castro,C02,3.5,10
1009,Diego Cabrera,C03,4.3,8
3357,Juan Salazar,C05,5.0,7
593,Santiago Herrera,C04,3.7,11
424,Luis Gomez,C04,3.5,18
4489,Camila Nieto,C05,4.2,17
4021,Andres Herrera,C02,4.1,6
4189,Isabella Beltran,C04,3.9,2
4801,Andres Rincon,C04,,14
3669,Felipe Mendoza,C02,2.7,3
4870,Valeria Duran,C04,3.1,0
1319,Sebastian Rincon,C01,2.0,19
2754,Camila Silva,C05,4.9,0
3405,Miguel Beltran,C05,3.6,18
390,Tomas Martinez,C02,4.1,9
1832,Ana Rojas,C03,4.6,19
3447,Alejandra Pardo,C01,3.0,11
3756,Mariana Beltran,C04,3.0,1
187,Camila Rojas,C02,3.8,1
2220,Gabriela Salazar,C02,3.4,9
131,Gabriela Vargas,C01,3.4,7
2676,Valeria Duran,C03,4.0,16
3688,Laura Martinez,C02,3.2,14
614,Laura Mendoza,C01,2.8,9
4883,Isabella Martinez,C02,3.7,16
75,Laura Rojas,C02,,16
26,Miguel Nieto,C01,2.0,2
3706,Juan Rojas,C04,3.5,0
4733,Miguel Martinez,C04,3.8,7
4007,Mateo Pardo,C02,4.3,9
119,Miguel Mendoza,C02,4.5,10
2270,Mariana Rojas,C01,2.4,18
2721,Nicolas Salazar,C02,2.4,0
277,Santiago Castro,C03,4.0,8
3069,Valeria Martinez,C05,,9
4991,Santiago Herrera,C02,4.9,18
77,Sebastian Beltran,C01,2.3,12
2709,Diego Martinez,C02,3.1,19
1496,Diego Martinez,C05,4.0,20
2958,Ana Silva,C01,2.0,8
4639,Tomas Castro,C03,3.4,15
3238,Carlos Salazar,C05,3.1,8
4681,Daniela Nieto,C01,3.2,7
1227,Laura Castro,C03,3.4,10
3965,Luis Rojas,C01,,6
1593,Paula Silva,C01,3.1,4
729,Gabriela Martinez,C04,3.5,10
545,Juan Silva,C05,3.0,7
1551,Andres Vargas,C02,2.4,16
3662,Sara Vargas,C01,2.9,20
3590,Sebastian Mendoza,C03,4.3,18
2683,Luis Cabrera,C05,2.5,15
4879,Ana Nieto,C01,3.1,11
526,Mateo Castro,C05,4.4,4
4948,Diego Pardo,C01,2.6,16
3599,Andres Castro,C01,,4
2590,Luis Duran,C03,5.0,6
3667,Andres Vargas,C03,4.4,10
801,Miguel Vargas,C05,4.4,14
3220,Gabriela Duran,C02,3.5,5
2227,Diego Herrera,C04,3.2,0
2172,Carlos Castro,C01,2.7,0
1122,Sofia Mendoza,C01,2.9,2
3223,Camila Mendoza,C01,2.2,5
984,Sara Rojas,C03,4.2,3
1659,Camila Castro,C02,3.7,3
4956,Mariana Herrera,C05,4.0,19
908,Nicolas Nieto,C05,3.4,9
1643,Sofia Ospina,C05,3.7,19
4535,Camila Duran,C04,3.5,8
1709,Daniela Herrera,C05,3.1,0
213,Daniela Ospina,C02,4.6,1
3402,Paula Salazar,C02,2.9,1
2996,Felipe Cabrera,C05,2.9,17
3006,Luis Martinez,C03,3.7,5
916,Luis Cabrera,C02,4.0,3
1855,Paula Rincon,C03,3.9,7
4019,Juan Cabrera,C04,3.9,17
4334,Miguel Rincon,C05,4.3,8
2999,Paula Salazar,C01,3.5,1
1953,Juan Gomez,C05,2.3,19
3699,Sara Salazar,C04,4.8,19
276,Miguel Salazar,C02,2.7,7
3967,Miguel Duran,C01,3.6,2
3298,Juan Mendoza,C04,2.9,17
2023,Gabriela Gomez,C01,3.0,12
1689,Sebastian Gomez,C02,3.2,15
3113,Juan Herrera,C03,3.2,8
3926,Paula Salazar,C02,3.6,4
232,Gabriela Salazar,C01,3.0,17
3396,Carlos Mendoza,C02,4.3,5
1704,Miguel Gomez,C05,5.0,15
1821,Miguel Silva,C01,2.0,1
4055,Andres Nieto,C04,4.4,1
1974,Ana Castro,C05,4.9,0
1257,Paula Beltran,C02,4.5,11
2793,Valeria Vargas,C04,3.7,11
1168,Valeria Herrera,C02,3.6,0
2314,Mariana Silva,C02,4.6,1
1399,Sofia Pardo,C05,5.0,11
4597,Diego Beltran,C04,3.1,4
2731,Santiago Castro,C01,2.7,9
7,Carlos Vargas,C03,3.3,17
3994,Felipe Vargas,C03,4.9,2
2849,Daniela Rojas,C02,3.8,18
3129,Luis Castro,C05,3.9,10
2762,Santiago Castro,C04,3.3,13
3510,Alejandra Mendoza,C01,2.1,17
1625,Felipe Martinez,C04,2.6,7
88,Sebastian Nieto,C02,4.2,15
2033,Daniela Ospina,C02,4.9,10
1341,Gabriela Rojas,C03,4.3,16
4463,Luis Vargas,C05,,14
190,Sara Rincon,C04,2.9,0
1351,Paula Vargas,C03,4.4,20
972,Nicolas Silva,C03,5.0,4
56,Sara Vargas,C05,4.0,14
2945,Tomas Nieto,C03,5.0,19
2582,Ana Gomez,C05,5.0,10
4562,Juan Cabrera,C05,4.2,6
66,Laura Ospina,C01,,5
2264,Andres Beltran,C02,3.8,20
4517,Tomas Rojas,C04,4.7,1
170,Juan Vargas,C05,,10
4740,Valeria Nieto,C05,3.0,4
3655,Andres Herrera,C01,2.4,19
2628,Mateo Mendoza,C01,,3
575,Luis Rojas,C01,3.7,17
2742,Camila Silva,C02,2.2,16
623,Alejandra Silva,C02,4.7,8
2548,Felipe Rincon,C02,3.2,2
148,Juan Rincon,C02,4.8,11
1623,Daniela Silva,C03,,20
4437,Mateo Salazar,C04,3.3,12
1310,Carlos Duran,C05,3.6,11
814,Santiago Salazar,C02,4.2,8
1012,Isabella Beltran,C03,4.4,5
4249,Santiago Vargas,C04,3.2,10
4610,Camila Cabrera,C01,3.0,15
1100,Juan Silva,C03,3.9,5
4413,Ana Mendoza,C01,3.2,2
4541,Carlos Silva,C02,4.1,5
3855,Sebastian Castro,C02,3.9,1
2128,Carlos Rojas,C03,4.2,20
873,Carlos Duran,C03,4.1,0
4720,Sofia Gomez,C02,4.4,19
1865,Laura Rojas,C02,2.6,11
1437,Isabella Nieto,C04,3.7,5
3377,Juan Nieto,C05,5.0,5
1964,Sofia Gomez,C04,3.7,19
1062,Camila Castro,C04,3.6,12
3738,Gabriela Cabrera,C01,3.1,12
559,Mateo Gomez,C02,3.4,4
2892,Sara Mendoza,C03,4.1,18
3484,Miguel Rojas,C02,3.8,15
4585,Sofia Vargas,C05,3.9,4
3417,Sara Rojas,C03,4.4,5
4084,Daniela Vargas,C01,2.6,8
1807,Tomas Martinez,C02,2.8,17
1792,Santiago Pardo,C01,3.3,9
1101,Diego Pardo,C04,3.7,13
39,Camila Duran,C01,3.0,19
2934,Ana Rincon,C01,3.0,0
2473,Isabella Nieto,C03,5.0,13
3647,Juan Mendoza,C01,4.4,15
4951,Sofia Salazar,C03,4.2,1
1965,Juan Mendoza,C04,3.1,3
645,Mateo Pardo,C04,2.7,18
581,Tomas Salazar,C03,5.0,15
2189,Camila Silva,C01,2.2,5
308,Felipe Silva,C04,2.3,13
1176,Andres Vargas,C02,3.0,0
1757,Santiago Gomez,C04,3.1,13
4248,Daniela Ospina,C05,4.4,11
542,Isabella Mendoza,C05,4.9,8
859,Mateo Rincon,C04,3.5,6
3075,Daniela Nieto,C03,4.3,18
3016,Isabella Silva,C03,4.7,10
665,Alejandra Rincon,C03,4.8,17
3156,Valeria Ospina,C03,4.8,9
4734,Diego Mendoza,C01,2.9,4
2095,Alejandra Martinez,C02,4.5,2
1302,Paula Nieto,C02,3.1,9
1879,Alejandra Gomez,C04,3.0,1
881,Mateo Salazar,C04,3.8,19
1412,Santiago Cabrera,C04,3.6,9
1318,Diego Duran,C01,2.7,15
284,Felipe Martinez,C02,3.2,17
3697,Paula Rincon,C01,2.7,19
625,Valeria Herrera,C04,4.0,17
2895,Tomas Silva,C01,3.1,1
2660,Sara Rincon,C05,4.6,10
2088,Ana Silva,C03,4.4,20
2068,Sebastian Rincon,C05,4.1,17
3048,Alejandra Rincon,C01,3.9,16
2893,Juan Nieto,C05,3.4,20
4725,Luis Vargas,C04,3.9,18
4152,Valeria Beltran,C02,,4
1541,Sara Mendoza,C04,3.1,1
230,Felipe Castro,C01,2.4,4
3000,Sara Silva,C03,5.0,1
2631,Alejandra Salazar,C05,3.5,8
716,Carlos Nieto,C02,3.5,6
2039,Paula Vargas,C01,3.4,7
444,Ana Silva,C04,3.1,12
3654,Nicolas Duran,C01,3.4,6
1290,Isabella Rincon,C05,3.4,9
4231,Isabella Martinez,C04,2.9,8
2991,Miguel Nieto,C01,3.3,14
175,Mateo Herrera,C02,3.4,1
4705,Camila Castro,C04,3.0,4
2798,Camila Gomez,C04,2.4,19
4487,Camila Herrera,C04,,11
3581,Carlos Herrera,C03,4.4,9
408,Ana Rojas,C01,2.7,15
2083,Sebastian Pardo,C05,4.5,19
572,Santiago Nieto,C05,2.1,12
295,Mateo Herrera,C04,3.4,15
1985,Carlos Castro,C05,3.4,4
3811,Sebastian Duran,C01,3.6,20
1175,Paula Pardo,C04,3.7,12
345,Diego Silva,C03,3.9,0
1993,Carlos Mendoza,C05,2.9,18
855,Valeria Pardo,C01,2.6,10
785,Miguel Mendoza,C02,4.4,17
4638,Carlos Silva,C05,3.1,17
3433,Diego Rincon,C02,3.1,7
578,Daniela Mendoza,C05,4.0,12
227,Alejandra Gomez,C05,2.7,13
2699,Valeria Duran,C02,3.5,8
1202,Mariana Cabrera,C03,3.7,1
4141,Isabella Vargas,C02,3.3,18
3915,Mariana Duran,C05,5.0,11
1980,Gabriela Cabrera,C02,3.3,20
1534,Felipe Rojas,C04,2.6,6
4264,Nicolas Ospina,C05,4.1,6
505,Tomas Salazar,C03,4.8,1
3498,Mariana Castro,C03,4.5,2
656,Santiago Nieto,C02,4.8,16
1158,Alejandra Herrera,C01,2.7,0
2912,Isabella Vargas,C03,4.4,1
323,Gabriela Rojas,C03,4.2,4
1268,Daniela Pardo,C04,2.0,11
314,Alejandra Rojas,C01,,0
690,Miguel Cabrera,C05,4.0,8
776,Laura Silva,C01,3.2,11
948,Andres Castro,C03,4.0,7
852,Sofia Rincon,C02,4.2,1
3172,Tomas Ospina,C01,3.0,7
14,Isabella Salazar,C03,4.0,18
1962,Carlos Rojas,C01,3.2,8
2692,Alejandra Duran,C02,3.4,3
4096,Miguel Rincon,C02,2.6,7
4863,Paula Ospina,C04,3.3,19
3365,Nicolas Castro,C02,4.5,9
2888,Gabriela Silva,C02,3.2,16
4040,Diego Ospina,C03,4.8,18
3180,Sebastian Cabrera,C04,2.8,4
879,Alejandra Pardo,C05,2.8,18
4250,Laura Gomez,C02,2.6,4
2662,Sofia Cabrera,C02,2.7,15
3639,Mariana Pardo,C02,5.0,1
1246,Gabriela Ospina,C04,3.1,8
3141,Sofia Silva,C02,3.1,2
2678,Paula Ospina,C04,4.1,10
1147,Santiago Beltran,C01,3.1,11
3103,Sofia Castro,C04,3.8,0
2857,Isabella Rojas,C03,5.0,8
717,Paula Vargas,C01,2.8,6
3484,Miguel Rojas,C02,3.8,15
1733,Tomas Nieto,C03,3.9,10
2097,Mateo Beltran,C05,4.6,14
558,Tomas Salazar,C02,3.4,14
3527,Miguel Beltran,C01,3.5,14
4958,Alejandra Mendoza,C01,,12
2101,Santiago Castro,C02,4.7,8
3574,Andres Herrera,C05,4.2,1
3542,Miguel Vargas,C04,3.1,11
2398,Andres Silva,C05,3.9,15
550,Camila Duran,C04,3.9,0
142,Luis Rojas,C04,4.0,14
4736,Ana Pardo,C05,4.3,13
299,Nicolas Rojas,C04,3.2,3
3845,Tomas Rincon,C02,4.0,1
733,Paula Martinez,C05,4.9,1
4940,Sebastian Silva,C01,2.4,10
1212,Ana Nieto,C05,3.7,20
2642,Ana Cabrera,C02,4.4,20
3379,Sebastian Rincon,C01,2.9,12
3753,Juan Castro,C04,3.4,5
2902,Andres Castro,C05,5.0,16
179,Andres Silva,C05,,17
985,Sara Nieto,C05,3.9,6
2544,Sebastian Herrera,C02,4.0,1
3972,Gabriela Nieto,C03,4.9,3
326,Mateo Rojas,C02,4.0,14
531,Luis Nieto,C03,4.3,19
2135,Juan Castro,C01,3.7,20
4996,Sofia Silva,C05,3.3,12
4557,Felipe Beltran,C05,2.9,1
205,Sofia Rincon,C05,4.4,19
2615,Tomas Herrera,C05,4.7,12
826,Andres Martinez,C03,3.5,18
84,Juan Castro,C02,,12
883,Santiago Vargas,C02,3.0,10
2427,Alejandra Gomez,C04,1.4,1
4423,Diego Herrera,C03,5.0,18
4331,Ana Castro,C01,3.4,10
2073,Camila Nieto,C01,4.2,6
4151,Carlos Beltran,C03,4.5,11
4537,Sara Castro,C03,5.0,7
3052,Diego Cabrera,C03,3.2,8
4524,Mariana Herrera,C02,4.6,18
2406,Daniela Ospina,C04,5.0,17
2877,Laura Castro,C02,4.3,2
180,Mariana Nieto,C02,3.3,19
3909,Ana Duran,C05,4.4,5
335,Gabriela Silva,C04,4.0,1
3757,Felipe Beltran,C04,3.2,9
163,Diego Silva,C02,3.4,18
2839,Ana Nieto,C04,2.5,8
2616,Daniela Ospina,C01,2.7,4
900,Santiago Beltran,C02,3.9,18
1137,Sara Rincon,C03,3.4,14
3902,Ana Rincon,C04,2.6,16
1589,Diego Vargas,C03,4.1,10
3745,Laura Martinez,C03,5.0,17
4366,Valeria Rojas,C04,2.8,6
2225,Daniela Martinez,C03,4.4,8
1786,Valeria Nieto,C01,3.6,14
1615,Mateo Salazar,C03,3.8,16
4349,Daniela Nieto,C03,4.0,7
1538,Camila Pardo,C01,3.5,2
3304,Daniela Pardo,C01,2.4,1
2653,Ana Martinez,C02,4.4,5
3734,Tomas Castro,C04,4.7,3
2160,Carlos Mendoza,C03,4.0,1
4974,Camila Rojas,C04,3.2,8
4851,Carlos Castro,C05,3.0,16
373,Paula Pardo,C05,3.5,3
2370,Miguel Duran,C04,3.8,2
3253,Gabriela Vargas,C03,3.6,17
1946,Daniela Ospina,C05,3.2,20
4914,Miguel Castro,C04,3.8,3
1457,Mariana Martinez,C04,3.7,8
2794,Felipe Ospina,C03,4.7,16
4702,Alejandra Salazar,C01,2.9,12
3693,Paula Mendoza,C05,4.0,19
3435,Carlos Duran,C04,2.9,16
120,Santiago Silva,C04,3.8,7
727,Valeria Silva,C02,,6
773,Sebastian Herrera,C02,4.1,5
259,Felipe Nieto,C03,,7
3174,Isabella Rincon,C04,3.8,13
4024,Andres Martinez,C04,3.8,0
1350,Juan Duran,C05,,13
4108,Camila Nieto,C05,4.0,5
678,Valeria Vargas,C03,3.1,18
1371,Nicolas Rincon,C04,,10
1912,Alejandra Gomez,C02,4.2,4
1064,Mariana Mendoza,C02,3.7,3
893,Paula Vargas,C05,3.9,13
3043,Isabella Salazar,C03,2.9,0
3598,Nicolas Pardo,C02,2.3,20
1414,Miguel Salazar,C04,2.9,20
923,Isabella Nieto,C03,5.0,14
1881,Diego Cabrera,C02,3.8,9
1456,Sara Ospina,C01,3.7,19
2074,Paula Gomez,C05,3.0,20
702,Mateo Silva,C04,4.7,12
2448,Carlos Mendoza,C04,3.5,1
2936,Daniela Vargas,C05,2.1,15
3010,Carlos Gomez,C05,3.9,4
756,Diego Gomez,C03,5.0,0
4112,Camila Mendoza,C04,3.8,0
1591,Valeria Duran,C02,3.6,14
2570,Luis Gomez,C01,1.4,1
4008,Tomas Pardo,C04,3.5,12
3131,Alejandra Beltran,C01,2.0,10
4930,Carlos Silva,C03,5.0,6
130,Valeria Ospina,C03,4.9,13
2474,Paula Rincon,C05,4.2,10
3680,Miguel Salazar,C05,4.5,7
4307,Paula Pardo,C03,5.0,7
2625,Juan Herrera,C05,4.3,6
569,Nicolas Salazar,C02,3.1,10
1321,Isabella Beltran,C05,4.2,12
3928,Valeria Vargas,C02,4.0,8
3193,Mariana Ospina,C02,4.2,13
3958,Carlos Rincon,C05,3.1,18
4408,Santiago Salazar,C05,5.0,2
4443,Andres Cabrera,C02,3.3,0
